status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
580 € - 2900 €,6,delay in paying off in the past,radio/television,5368.564752560294,< 580 €,unemployed,4,male : single,none,1,building society savings agreement/life insurance,35,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
>= 2900 € / Gehalt seit 1 Jahr,6,critical account/other credits existing,retraining,5353.225996124407,< 580 €,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,50,none,own,1,unskilled - resident,1,no,yes,1
kein Konto,24,critical account/other credits existing,furniture/equipment,32282.969378729234,< 580 €,unemployed,4,male : single,co-applicant,2,unknown/no property,27,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
580 € - 2900 €,30,all credits at this bank paid back duly,radio/television,17874.764166619796,>= 5000 €,1 <= ... < 4 years,4,male : single,none,2,car or other,34,stores,own,1,skilled employee/official,2,yes,yes,1
kein Konto,48,all credits at this bank paid back duly,others,18452.523992371527,< 580 €,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee/official,1,no,yes,1
< 580 €,12,critical account/other credits existing,car (new),24761.865806332862,< 580 €,... >= 7 years,3,male : single,co-applicant,4,building society savings agreement/life insurance,43,none,rent,2,skilled employee/official,1,yes,yes,0
>= 2900 € / Gehalt seit 1 Jahr,30,critical account/other credits existing,domestic appliances,15425.676055689912,< 580 €,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,24,critical account/other credits existing,others,21162.370962711484,580 € - 2900 €,1 <= ... < 4 years,3,male : single,none,3,building society savings agreement/life insurance,27,none,own,2,unskilled - resident,1,yes,yes,1
kein Konto,36,existing credits paid back duly till now,others,29358.379818286867,580 € - 2900 €,4 <= ... < 7 years,2,male : single,none,2,car or other,31,none,own,2,skilled employee/official,1,yes,yes,1
kein Konto,60,existing credits paid back duly till now,car (new),53000.51640480001,< 580 €,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
kein Konto,6,critical account/other credits existing,car (new),10634.871128881347,2800 € - 5000 €,1 <= ... < 4 years,1,male : married/widowed,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,21,delay in paying off in the past,others,13191.330534862436,2800 € - 5000 €,... < 1 year,4,male : single,none,2,real estate,41,bank,own,1,unskilled - resident,2,no,yes,0
kein Konto,30,critical account/other credits existing,domestic appliances,23161.522218188697,< 580 €,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,26,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
kein Konto,24,critical account/other credits existing,radio/television,26331.531881605253,< 580 €,... >= 7 years,4,male : single,none,4,car or other,33,none,own,1,skilled employee/official,1,yes,yes,1
580 € - 2900 €,72,existing credits paid back duly till now,domestic appliances,28606.780752928425,580 € - 2900 €,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,0
< 580 €,24,existing credits paid back duly till now,domestic appliances,12189.198447717848,< 580 €,... >= 7 years,4,male : single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,no,yes,1
kein Konto,18,existing credits paid back duly till now,domestic appliances,7429.071033781055,< 580 €,... < 1 year,3,female : divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,6,existing credits paid back duly till now,retraining,7863.669132797841,< 580 €,... < 1 year,1,female : divorced/separated/married,none,2,unknown/no property,56,none,own,1,skilled employee/official,1,no,yes,1
kein Konto,12,existing credits paid back duly till now,domestic appliances,11652.34197246182,unbekannt,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,37,none,for free,1,skilled employee/official,1,yes,yes,1
kein Konto,15,delay in paying off in the past,domestic appliances,7556.894004080109,< 580 €,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,33,bank,own,2,skilled employee/official,1,no,yes,1
kein Konto,24,critical account/other credits existing,domestic appliances,26091.22469744303,< 580 €,... < 1 year,3,male : married/widowed,none,3,unknown/no property,47,none,for free,3,skilled employee/official,1,yes,yes,1
580 € - 2900 €,36,delay in paying off in the past,others,50398.04072951126,580 € - 2900 €,4 <= ... < 7 years,1,male : single,none,3,building society savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,1
kein Konto,60,existing credits paid back duly till now,car (new),33372.02108567718,unbekannt,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,34,none,for free,1,skilled employee/official,2,yes,yes,1
>= 2900 € / Gehalt seit 1 Jahr,10,critical account/other credits existing,domestic appliances,6887.101639713063,unbekannt,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,yes,yes,1
580 € - 2900 €,36,delay in paying off in the past,car (new),14633.173639835772,580 € - 2900 €,... >= 7 years,4,male : single,none,3,unknown/no property,30,none,for free,1,skilled employee/official,1,no,yes,1
kein Konto,9,existing credits paid back duly till now,domestic appliances,14075.865489331896,580 € - 2900 €,... >= 7 years,3,male : single,co-applicant,4,car or other,35,none,own,1,skilled employee/official,1,yes,yes,1
< 580 €,12,existing credits paid back duly till now,car (new),18667.266582473938,>= 5000 €,1 <= ... < 4 years,1,male : single,none,3,building society savings agreement/life insurance,31,none,own,1,skilled employee/official,2,no,yes,1
< 580 €,15,critical account/other credits existing,radio/television,4985.095841663131,< 580 €,1 <= ... < 4 years,2,male : divorced/separated,none,3,building society savings agreement/life insurance,25,none,own,2,skilled employee/official,1,no,yes,1
580 € - 2900 €,15,existing credits paid back duly till now,education,13452.089394272509,580 € - 2900 €,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,no,yes,1
580 € - 2900 €,24,existing credits paid back duly till now,domestic appliances,14807.012879442489,580 € - 2900 €,... < 1 year,2,male : single,none,1,car or other,29,none,own,1,skilled employee/official,1,no,yes,1
< 580 €,6,critical account/other credits existing,car (new),24112.525117213663,unbekannt,... < 1 year,1,male : single,none,3,real estate,44,none,own,2,unskilled - resident,2,no,yes,1
kein Konto,24,existing credits paid back duly till now,domestic appliances,11677.906566521631,< 580 €,4 <= ... < 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,1
kein Konto,6,existing credits paid back duly till now,car (used),6319.567651585261,2800 € - 5000 €,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,50,none,rent,1,skilled employee/official,1,no,yes,1
580 € - 2900 €,12,existing credits paid back duly till now,domestic appliances,5639.549449594289,< 580 €,4 <= ... < 7 years,4,male : single,guarantor,3,real estate,29,none,own,2,skilled employee/official,1,no,no,1
kein Konto,12,critical account/other credits existing,car (new),4734.562819876984,< 580 €,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,38,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1
kein Konto,18,critical account/other credits existing,domestic appliances,9203.253861531934,< 580 €,1 <= ... < 4 years,4,male : single,none,2,car or other,24,none,own,2,skilled employee/official,1,no,yes,1
>= 2900 € / Gehalt seit 1 Jahr,15,existing credits paid back duly till now,retraining,9740.110336787962,< 580 €,... >= 7 years,4,male : single,none,4,car or other,40,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
kein Konto,12,existing credits paid back duly till now,radio/television,5741.807825833534,2800 € - 5000 €,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled - resident,1,no,yes,0
< 580 €,48,critical account/other credits existing,car (used),32369.88899853259,< 580 €,... >= 7 years,4,male : single,none,4,unknown/no property,46,none,for free,2,skilled employee/official,1,yes,yes,0
>= 2900 € / Gehalt seit 1 Jahr,24,existing credits paid back duly till now,domestic appliances,7040.489204071929,580 € - 2900 €,... >= 7 years,4,female : divorced/separated/married,none,2,unknown/no property,47,none,for free,1,skilled employee/official,1,yes,yes,1
580 € - 2900 €,30,delay in paying off in the past,others,12797.63578634135,580 € - 2900 €,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,41,stores,own,2,skilled employee/official,1,no,yes,1
580 € - 2900 €,27,existing credits paid back duly till now,others,12925.458756640402,< 580 €,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,32,none,own,1,skilled employee/official,2,yes,yes,1
kein Konto,15,existing credits paid back duly till now,car (new),27221.17975488667,2800 € - 5000 €,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,35,none,for free,1,skilled employee/official,1,no,yes,1
580 € - 2900 €,48,existing credits paid back duly till now,car (new),33540.747406471935,580 € - 2900 €,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,24,none,own,1,skilled employee/official,1,no,yes,0
580 € - 2900 €,12,no credits taken/all credits paid back duly,radio/television,15180.255952715726,< 580 €,... < 1 year,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,25,none,rent,2,skilled employee/official,1,no,yes,0
580 € - 2900 €,9,existing credits paid back duly till now,domestic appliances,6166.180087226395,< 580 €,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee/official,1,no,yes,1
580 € - 2900 €,9,existing credits paid back duly till now,domestic appliances,10829.162043735907,< 580 €,1 <= ... < 4 years,2,male : single,none,2,real estate,37,none,own,1,unskilled - resident,2,no,yes,1
kein Konto,18,critical account/other credits existing,domestic appliances,3216.0259327242143,2800 € - 5000 €,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,32,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
< 580 €,6,all credits at this bank paid back duly,retraining,6125.276736730698,< 580 €,... >= 7 years,4,female : divorced/separated/married,none,4,unknown/no property,35,none,for free,1,skilled employee/official,1,no,yes,0
kein Konto,21,existing credits paid back duly till now,car (used),12659.58697841837,unbekannt,... >= 7 years,4,male : single,none,4,real estate,46,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
< 580 €,9,critical account/other credits existing,domestic appliances,5818.501608012966,< 580 €,1 <= ... < 4 years,4,male : single,none,4,real estate,25,none,own,2,unskilled - resident,1,no,yes,1
580 € - 2900 €,60,existing credits paid back duly till now,car (new),71718.91217539358,< 580 €,4 <= ... < 7 years,4,male : single,none,2,unknown/no property,27,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
kein Konto,30,critical account/other credits existing,car (used),38837.73129566476,unbekannt,... >= 7 years,1,male : single,none,4,car or other,63,none,own,2,skilled employee/official,1,no,yes,1
kein Konto,30,critical account/other credits existing,domestic appliances,15732.451184407644,unbekannt,... >= 7 years,3,male : single,none,2,car or other,40,none,own,2,skilled employee/official,2,yes,yes,1
kein Konto,18,existing credits paid back duly till now,domestic appliances,7694.942812003088,< 580 €,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,32,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
